Date (GMT +11);testDataYear
03 Aug 2022 13:01:57;31.64,point {  fill-color: #F05323; }
03 Aug 2022 12:51:50;34.12,point {  fill-color: #F05323; }
03 Aug 2022 12:41:43;32.92,point {  fill-color: #F05323; }
03 Aug 2022 12:31:36;28.65,point {  fill-color: #F05323; }
03 Aug 2022 12:21:28;25.62,point {  fill-color: #F05323; }
03 Aug 2022 12:11:21;27.39,point {  fill-color: #F05323; }
03 Aug 2022 12:01:14;31.38,point {  fill-color: #F05323; }
03 Aug 2022 11:51:07;29.80,point {  fill-color: #F05323; }
03 Aug 2022 11:41:00;31.59,point {  fill-color: #F05323; }
03 Aug 2022 11:30:52;29.52,point {  fill-color: #F05323; }
03 Aug 2022 11:20:45;26.62,point {  fill-color: #F05323; }
03 Aug 2022 11:10:38;28.67,point {  fill-color: #F05323; }
03 Aug 2022 11:00:31;31.12,point {  fill-color: #F05323; }
03 Aug 2022 10:50:23;26.55,point {  fill-color: #F05323; }
03 Aug 2022 10:40:16;28.87,point {  fill-color: #F05323; }
03 Aug 2022 10:30:09;32.04,point {  fill-color: #F05323; }
03 Aug 2022 10:20:02;29.62,point {  fill-color: #F05323; }
03 Aug 2022 10:09:55;30.03,point {  fill-color: #F05323; }
03 Aug 2022 09:59:48;31.63,point {  fill-color: #F05323; }
03 Aug 2022 09:49:40;33.79,point {  fill-color: #F05323; }
03 Aug 2022 09:39:33;26.38,point {  fill-color: #F05323; }
03 Aug 2022 09:29:26;26.99,point {  fill-color: #F05323; }
03 Aug 2022 09:19:19;34.09,point {  fill-color: #F05323; }
03 Aug 2022 09:09:12;26.54,point {  fill-color: #F05323; }
03 Aug 2022 08:59:05;31.91,point {  fill-color: #F05323; }
04 Aug 2022 13:42:26;33.41,point {  fill-color: #F05323; }
04 Aug 2022 13:52:33;31.10,point {  fill-color: #F05323; }
04 Aug 2022 13:32:18;31.00,point {  fill-color: #F05323; }
04 Aug 2022 13:22:11;33.02,point {  fill-color: #F05323; }
04 Aug 2022 13:12:04;27.47,point {  fill-color: #F05323; }
04 Aug 2022 13:01:57;30.66,point {  fill-color: #F05323; }
04 Aug 2022 12:51:50;29.03,point {  fill-color: #F05323; }
04 Aug 2022 12:41:43;29.73,point {  fill-color: #F05323; }
04 Aug 2022 12:31:36;29.95,point {  fill-color: #F05323; }
04 Aug 2022 12:21:28;28.28,point {  fill-color: #F05323; }
04 Aug 2022 12:11:21;25.61,point {  fill-color: #F05323; }
04 Aug 2022 12:01:14;29.35,point {  fill-color: #F05323; }
04 Aug 2022 11:51:07;31.22,point {  fill-color: #F05323; }
04 Aug 2022 11:41:00;31.19,point {  fill-color: #F05323; }
04 Aug 2022 11:30:52;30.60,point {  fill-color: #F05323; }
04 Aug 2022 11:20:45;27.05,point {  fill-color: #F05323; }
04 Aug 2022 11:10:38;28.76,point {  fill-color: #F05323; }
04 Aug 2022 11:00:31;29.40,point {  fill-color: #F05323; }
04 Aug 2022 10:50:23;28.08,point {  fill-color: #F05323; }
04 Aug 2022 10:40:16;25.91,point {  fill-color: #F05323; }
04 Aug 2022 10:30:09;25.18,point {  fill-color: #F05323; }
04 Aug 2022 10:20:02;34.58,point {  fill-color: #F05323; }
04 Aug 2022 10:09:55;32.03,point {  fill-color: #F05323; }
04 Aug 2022 09:59:48;26.49,point {  fill-color: #F05323; }
04 Aug 2022 09:49:40;34.39,point {  fill-color: #F05323; }
04 Aug 2022 09:39:33;29.54,point {  fill-color: #F05323; }
04 Aug 2022 09:29:26;32.91,point {  fill-color: #F05323; }
04 Aug 2022 09:19:19;32.63,point {  fill-color: #F05323; }
04 Aug 2022 09:09:12;31.13,point {  fill-color: #F05323; }
04 Aug 2022 08:59:05;34.89,point {  fill-color: #F05323; }
05 Aug 2022 13:42:26;31.11,point {  fill-color: #F05323; }
05 Aug 2022 13:52:33;28.76,point {  fill-color: #F05323; }
05 Aug 2022 13:32:18;33.75,point {  fill-color: #F05323; }
05 Aug 2022 13:22:11;32.12,point {  fill-color: #F05323; }
05 Aug 2022 13:12:04;25.90,point {  fill-color: #F05323; }
05 Aug 2022 13:01:57;30.68,point {  fill-color: #F05323; }
05 Aug 2022 12:51:50;33.49,point {  fill-color: #F05323; }
05 Aug 2022 12:41:43;33.73,point {  fill-color: #F05323; }
05 Aug 2022 12:31:36;25.36,point {  fill-color: #F05323; }
05 Aug 2022 12:21:28;33.53,point {  fill-color: #F05323; }
05 Aug 2022 12:11:21;33.44,point {  fill-color: #F05323; }
05 Aug 2022 12:01:14;33.90,point {  fill-color: #F05323; }
05 Aug 2022 11:51:07;32.69,point {  fill-color: #F05323; }
05 Aug 2022 11:41:00;31.70,point {  fill-color: #F05323; }
05 Aug 2022 11:30:52;25.51,point {  fill-color: #F05323; }
05 Aug 2022 11:20:45;31.81,point {  fill-color: #F05323; }
05 Aug 2022 11:10:38;33.14,point {  fill-color: #F05323; }
05 Aug 2022 11:00:31;30.37,point {  fill-color: #F05323; }
05 Aug 2022 10:50:23;27.85,point {  fill-color: #F05323; }
05 Aug 2022 10:40:16;30.44,point {  fill-color: #F05323; }
05 Aug 2022 10:30:09;30.58,point {  fill-color: #F05323; }
05 Aug 2022 10:20:02;27.65,point {  fill-color: #F05323; }
05 Aug 2022 10:09:55;27.12,point {  fill-color: #F05323; }
05 Aug 2022 09:59:48;27.82,point {  fill-color: #F05323; }
05 Aug 2022 09:49:40;32.76,point {  fill-color: #F05323; }
05 Aug 2022 09:39:33;28.65,point {  fill-color: #F05323; }
05 Aug 2022 09:29:26;28.56,point {  fill-color: #F05323; }
05 Aug 2022 09:19:19;29.99,point {  fill-color: #F05323; }
05 Aug 2022 09:09:12;31.62,point {  fill-color: #F05323; }
05 Aug 2022 08:59:05;33.95,point {  fill-color: #F05323; }
06 Aug 2022 13:42:26;30.52,point {  fill-color: #F05323; }
06 Aug 2022 13:52:33;30.67,point {  fill-color: #F05323; }
06 Aug 2022 13:32:18;33.33,point {  fill-color: #F05323; }
06 Aug 2022 13:22:11;28.86,point {  fill-color: #F05323; }
06 Aug 2022 13:12:04;25.63,point {  fill-color: #F05323; }
06 Aug 2022 13:01:57;33.20,point {  fill-color: #F05323; }
06 Aug 2022 12:51:50;25.22,point {  fill-color: #F05323; }
06 Aug 2022 12:41:43;32.19,point {  fill-color: #F05323; }
06 Aug 2022 12:31:36;34.20,point {  fill-color: #F05323; }
06 Aug 2022 12:21:28;27.80,point {  fill-color: #F05323; }
06 Aug 2022 12:11:21;34.77,point {  fill-color: #F05323; }
06 Aug 2022 12:01:14;25.85,point {  fill-color: #F05323; }
06 Aug 2022 11:51:07;29.98,point {  fill-color: #F05323; }
06 Aug 2022 11:41:00;33.03,point {  fill-color: #F05323; }
06 Aug 2022 11:30:52;28.49,point {  fill-color: #F05323; }
06 Aug 2022 11:20:45;32.45,point {  fill-color: #F05323; }
06 Aug 2022 11:10:38;29.35,point {  fill-color: #F05323; }
06 Aug 2022 11:00:31;29.41,point {  fill-color: #F05323; }
06 Aug 2022 10:50:23;26.22,point {  fill-color: #F05323; }
06 Aug 2022 10:40:16;25.31,point {  fill-color: #F05323; }
06 Aug 2022 10:30:09;29.57,point {  fill-color: #F05323; }
06 Aug 2022 10:20:02;31.24,point {  fill-color: #F05323; }
06 Aug 2022 10:09:55;33.64,point {  fill-color: #F05323; }
06 Aug 2022 09:59:48;33.27,point {  fill-color: #F05323; }
06 Aug 2022 09:49:40;30.01,point {  fill-color: #F05323; }
06 Aug 2022 09:39:33;32.22,point {  fill-color: #F05323; }
06 Aug 2022 09:29:26;29.62,point {  fill-color: #F05323; }
06 Aug 2022 09:19:19;32.56,point {  fill-color: #F05323; }
06 Aug 2022 09:09:12;32.79,point {  fill-color: #F05323; }
06 Aug 2022 08:59:05;34.47,point {  fill-color: #F05323; }
07 Aug 2022 13:42:26;27.38,point {  fill-color: #F05323; }
07 Aug 2022 13:52:33;32.85,point {  fill-color: #F05323; }
07 Aug 2022 13:32:18;33.71,point {  fill-color: #F05323; }
07 Aug 2022 13:22:11;27.51,point {  fill-color: #F05323; }
07 Aug 2022 13:12:04;32.05,point {  fill-color: #F05323; }
07 Aug 2022 13:01:57;32.95,point {  fill-color: #F05323; }
07 Aug 2022 12:51:50;30.22,point {  fill-color: #F05323; }
07 Aug 2022 12:41:43;29.29,point {  fill-color: #F05323; }
07 Aug 2022 12:31:36;26.89,point {  fill-color: #F05323; }
07 Aug 2022 12:21:28;29.49,point {  fill-color: #F05323; }
07 Aug 2022 12:11:21;28.58,point {  fill-color: #F05323; }
07 Aug 2022 12:01:14;25.93,point {  fill-color: #F05323; }
07 Aug 2022 11:51:07;34.99,point {  fill-color: #F05323; }
07 Aug 2022 11:41:00;30.68,point {  fill-color: #F05323; }
07 Aug 2022 11:30:52;28.84,point {  fill-color: #F05323; }
07 Aug 2022 11:20:45;26.86,point {  fill-color: #F05323; }
07 Aug 2022 11:10:38;32.82,point {  fill-color: #F05323; }
07 Aug 2022 11:00:31;30.82,point {  fill-color: #F05323; }
07 Aug 2022 10:50:23;29.20,point {  fill-color: #F05323; }
07 Aug 2022 10:40:16;33.68,point {  fill-color: #F05323; }
07 Aug 2022 10:30:09;33.12,point {  fill-color: #F05323; }
07 Aug 2022 10:20:02;30.14,point {  fill-color: #F05323; }
07 Aug 2022 10:09:55;25.13,point {  fill-color: #F05323; }
07 Aug 2022 09:59:48;32.59,point {  fill-color: #F05323; }
07 Aug 2022 09:49:40;32.43,point {  fill-color: #F05323; }
07 Aug 2022 09:39:33;34.38,point {  fill-color: #F05323; }
07 Aug 2022 09:29:26;32.49,point {  fill-color: #F05323; }
07 Aug 2022 09:19:19;32.69,point {  fill-color: #F05323; }
07 Aug 2022 09:09:12;31.53,point {  fill-color: #F05323; }
07 Aug 2022 08:59:05;33.83,point {  fill-color: #F05323; }
08 Aug 2022 13:42:26;26.15,point {  fill-color: #F05323; }
08 Aug 2022 13:52:33;26.28,point {  fill-color: #F05323; }
08 Aug 2022 13:32:18;33.98,point {  fill-color: #F05323; }
08 Aug 2022 13:22:11;34.57,point {  fill-color: #F05323; }
08 Aug 2022 13:12:04;29.47,point {  fill-color: #F05323; }
08 Aug 2022 13:01:57;25.34,point {  fill-color: #F05323; }
08 Aug 2022 12:51:50;32.12,point {  fill-color: #F05323; }
08 Aug 2022 12:41:43;33.26,point {  fill-color: #F05323; }
08 Aug 2022 12:31:36;30.28,point {  fill-color: #F05323; }
08 Aug 2022 12:21:28;27.70,point {  fill-color: #F05323; }
08 Aug 2022 12:11:21;33.46,point {  fill-color: #F05323; }
08 Aug 2022 12:01:14;28.69,point {  fill-color: #F05323; }
08 Aug 2022 11:51:07;31.32,point {  fill-color: #F05323; }
08 Aug 2022 11:41:00;27.90,point {  fill-color: #F05323; }
08 Aug 2022 11:30:52;31.42,point {  fill-color: #F05323; }
08 Aug 2022 11:20:45;26.22,point {  fill-color: #F05323; }
08 Aug 2022 11:10:38;29.91,point {  fill-color: #F05323; }
08 Aug 2022 11:00:31;34.89,point {  fill-color: #F05323; }
08 Aug 2022 10:50:23;27.13,point {  fill-color: #F05323; }
08 Aug 2022 10:40:16;31.04,point {  fill-color: #F05323; }
08 Aug 2022 10:30:09;33.90,point {  fill-color: #F05323; }
08 Aug 2022 10:20:02;28.50,point {  fill-color: #F05323; }
08 Aug 2022 10:09:55;30.00,point {  fill-color: #F05323; }
08 Aug 2022 09:59:48;30.51,point {  fill-color: #F05323; }
08 Aug 2022 09:49:40;33.40,point {  fill-color: #F05323; }
08 Aug 2022 09:39:33;26.83,point {  fill-color: #F05323; }
08 Aug 2022 09:29:26;25.99,point {  fill-color: #F05323; }
08 Aug 2022 09:19:19;29.70,point {  fill-color: #F05323; }
08 Aug 2022 09:09:12;25.32,point {  fill-color: #F05323; }
08 Aug 2022 08:59:05;29.51,point {  fill-color: #F05323; }
09 Aug 2022 13:42:26;25.39,point {  fill-color: #F05323; }
09 Aug 2022 13:52:33;25.95,point {  fill-color: #F05323; }
09 Aug 2022 13:32:18;29.13,point {  fill-color: #F05323; }
09 Aug 2022 13:22:11;31.32,point {  fill-color: #F05323; }
09 Aug 2022 13:12:04;27.87,point {  fill-color: #F05323; }
09 Aug 2022 13:01:57;32.35,point {  fill-color: #F05323; }
09 Aug 2022 12:51:50;34.96,point {  fill-color: #F05323; }
09 Aug 2022 12:41:43;33.65,point {  fill-color: #F05323; }
09 Aug 2022 12:31:36;29.85,point {  fill-color: #F05323; }
09 Aug 2022 12:21:28;34.94,point {  fill-color: #F05323; }
09 Aug 2022 12:11:21;28.90,point {  fill-color: #F05323; }
09 Aug 2022 12:01:14;34.22,point {  fill-color: #F05323; }
09 Aug 2022 11:51:07;27.51,point {  fill-color: #F05323; }
09 Aug 2022 11:41:00;31.09,point {  fill-color: #F05323; }
09 Aug 2022 11:30:52;32.88,point {  fill-color: #F05323; }
09 Aug 2022 11:20:45;28.91,point {  fill-color: #F05323; }
09 Aug 2022 11:10:38;31.57,point {  fill-color: #F05323; }
09 Aug 2022 11:00:31;31.25,point {  fill-color: #F05323; }
09 Aug 2022 10:50:23;33.16,point {  fill-color: #F05323; }
09 Aug 2022 10:40:16;34.58,point {  fill-color: #F05323; }
09 Aug 2022 10:30:09;30.05,point {  fill-color: #F05323; }
09 Aug 2022 10:20:02;28.18,point {  fill-color: #F05323; }
09 Aug 2022 10:09:55;34.84,point {  fill-color: #F05323; }
09 Aug 2022 09:59:48;29.72,point {  fill-color: #F05323; }
09 Aug 2022 09:49:40;26.55,point {  fill-color: #F05323; }
09 Aug 2022 09:39:33;31.22,point {  fill-color: #F05323; }
09 Aug 2022 09:29:26;34.35,point {  fill-color: #F05323; }
09 Aug 2022 09:19:19;34.42,point {  fill-color: #F05323; }
09 Aug 2022 09:09:12;31.72,point {  fill-color: #F05323; }
09 Aug 2022 08:59:05;26.40,point {  fill-color: #F05323; }
10 Aug 2022 13:42:26;29.10,point {  fill-color: #F05323; }
10 Aug 2022 13:52:33;32.32,point {  fill-color: #F05323; }
10 Aug 2022 13:32:18;27.71,point {  fill-color: #F05323; }
10 Aug 2022 13:22:11;34.17,point {  fill-color: #F05323; }
10 Aug 2022 13:12:04;25.25,point {  fill-color: #F05323; }
10 Aug 2022 13:01:57;34.11,point {  fill-color: #F05323; }
10 Aug 2022 12:51:50;32.58,point {  fill-color: #F05323; }
10 Aug 2022 12:41:43;30.87,point {  fill-color: #F05323; }
10 Aug 2022 12:31:36;32.27,point {  fill-color: #F05323; }
10 Aug 2022 12:21:28;31.86,point {  fill-color: #F05323; }
10 Aug 2022 12:11:21;26.36,point {  fill-color: #F05323; }
10 Aug 2022 12:01:14;27.58,point {  fill-color: #F05323; }
10 Aug 2022 11:51:07;26.02,point {  fill-color: #F05323; }
10 Aug 2022 11:41:00;30.29,point {  fill-color: #F05323; }
10 Aug 2022 11:30:52;31.74,point {  fill-color: #F05323; }
10 Aug 2022 11:20:45;31.41,point {  fill-color: #F05323; }
10 Aug 2022 11:10:38;32.78,point {  fill-color: #F05323; }
10 Aug 2022 11:00:31;28.15,point {  fill-color: #F05323; }
10 Aug 2022 10:50:23;34.23,point {  fill-color: #F05323; }
10 Aug 2022 10:40:16;28.05,point {  fill-color: #F05323; }
10 Aug 2022 10:30:09;34.79,point {  fill-color: #F05323; }
10 Aug 2022 10:20:02;35.00,point {  fill-color: #F05323; }
10 Aug 2022 10:09:55;30.01,point {  fill-color: #F05323; }
10 Aug 2022 09:59:48;28.98,point {  fill-color: #F05323; }
10 Aug 2022 09:49:40;34.10,point {  fill-color: #F05323; }
10 Aug 2022 09:39:33;31.38,point {  fill-color: #F05323; }
10 Aug 2022 09:29:26;32.40,point {  fill-color: #F05323; }
10 Aug 2022 09:19:19;34.95,point {  fill-color: #F05323; }
10 Aug 2022 09:09:12;31.69,point {  fill-color: #F05323; }
10 Aug 2022 08:59:05;32.99,point {  fill-color: #F05323; }
11 Aug 2022 13:42:26;28.08,point {  fill-color: #F05323; }
11 Aug 2022 13:52:33;30.47,point {  fill-color: #F05323; }
11 Aug 2022 13:32:18;27.54,point {  fill-color: #F05323; }
11 Aug 2022 13:22:11;33.83,point {  fill-color: #F05323; }
11 Aug 2022 13:12:04;28.25,point {  fill-color: #F05323; }
11 Aug 2022 13:01:57;25.14,point {  fill-color: #F05323; }
11 Aug 2022 12:51:50;28.87,point {  fill-color: #F05323; }
11 Aug 2022 12:41:43;32.17,point {  fill-color: #F05323; }
11 Aug 2022 12:31:36;27.11,point {  fill-color: #F05323; }
11 Aug 2022 12:21:28;32.16,point {  fill-color: #F05323; }
11 Aug 2022 12:11:21;26.52,point {  fill-color: #F05323; }
11 Aug 2022 12:01:14;33.90,point {  fill-color: #F05323; }
11 Aug 2022 11:51:07;25.46,point {  fill-color: #F05323; }
11 Aug 2022 11:41:00;28.68,point {  fill-color: #F05323; }
11 Aug 2022 11:30:52;34.21,point {  fill-color: #F05323; }
11 Aug 2022 11:20:45;25.08,point {  fill-color: #F05323; }
11 Aug 2022 11:10:38;28.50,point {  fill-color: #F05323; }
11 Aug 2022 11:00:31;30.67,point {  fill-color: #F05323; }
11 Aug 2022 10:50:23;29.67,point {  fill-color: #F05323; }
11 Aug 2022 10:40:16;29.30,point {  fill-color: #F05323; }
11 Aug 2022 10:30:09;33.81,point {  fill-color: #F05323; }
11 Aug 2022 10:20:02;26.93,point {  fill-color: #F05323; }
11 Aug 2022 10:09:55;31.83,point {  fill-color: #F05323; }
11 Aug 2022 09:59:48;27.33,point {  fill-color: #F05323; }
11 Aug 2022 09:49:40;25.70,point {  fill-color: #F05323; }
11 Aug 2022 09:39:33;30.03,point {  fill-color: #F05323; }
11 Aug 2022 09:29:26;25.15,point {  fill-color: #F05323; }
11 Aug 2022 09:19:19;27.05,point {  fill-color: #F05323; }
11 Aug 2022 09:09:12;34.70,point {  fill-color: #F05323; }
11 Aug 2022 08:59:05;28.27,point {  fill-color: #F05323; }
12 Aug 2022 13:42:26;30.75,point {  fill-color: #F05323; }
12 Aug 2022 13:52:33;34.23,point {  fill-color: #F05323; }
12 Aug 2022 13:32:18;27.62,point {  fill-color: #F05323; }
12 Aug 2022 13:22:11;29.15,point {  fill-color: #F05323; }
12 Aug 2022 13:12:04;29.69,point {  fill-color: #F05323; }
12 Aug 2022 13:01:57;32.77,point {  fill-color: #F05323; }
12 Aug 2022 12:51:50;33.07,point {  fill-color: #F05323; }
12 Aug 2022 12:41:43;28.17,point {  fill-color: #F05323; }
12 Aug 2022 12:31:36;26.55,point {  fill-color: #F05323; }
12 Aug 2022 12:21:28;31.60,point {  fill-color: #F05323; }
12 Aug 2022 12:11:21;32.56,point {  fill-color: #F05323; }
12 Aug 2022 12:01:14;32.23,point {  fill-color: #F05323; }
12 Aug 2022 11:51:07;30.12,point {  fill-color: #F05323; }
12 Aug 2022 11:41:00;31.83,point {  fill-color: #F05323; }
12 Aug 2022 11:30:52;26.32,point {  fill-color: #F05323; }
12 Aug 2022 11:20:45;34.07,point {  fill-color: #F05323; }
12 Aug 2022 11:10:38;29.18,point {  fill-color: #F05323; }
12 Aug 2022 11:00:31;25.06,point {  fill-color: #F05323; }
12 Aug 2022 10:50:23;31.48,point {  fill-color: #F05323; }
12 Aug 2022 10:40:16;30.64,point {  fill-color: #F05323; }
12 Aug 2022 10:30:09;32.80,point {  fill-color: #F05323; }
12 Aug 2022 10:20:02;27.78,point {  fill-color: #F05323; }
12 Aug 2022 10:09:55;27.07,point {  fill-color: #F05323; }
12 Aug 2022 09:59:48;27.49,point {  fill-color: #F05323; }
12 Aug 2022 09:49:40;28.43,point {  fill-color: #F05323; }
12 Aug 2022 09:39:33;28.63,point {  fill-color: #F05323; }
12 Aug 2022 09:29:26;33.36,point {  fill-color: #F05323; }
12 Aug 2022 09:19:19;27.32,point {  fill-color: #F05323; }
12 Aug 2022 09:09:12;26.02,point {  fill-color: #F05323; }
12 Aug 2022 08:59:05;33.71,point {  fill-color: #F05323; }
13 Aug 2022 13:42:26;25.96,point {  fill-color: #F05323; }
13 Aug 2022 13:52:33;31.11,point {  fill-color: #F05323; }
13 Aug 2022 13:32:18;34.78,point {  fill-color: #F05323; }
13 Aug 2022 13:22:11;25.03,point {  fill-color: #F05323; }
13 Aug 2022 13:12:04;32.83,point {  fill-color: #F05323; }
13 Aug 2022 13:01:57;34.09,point {  fill-color: #F05323; }
13 Aug 2022 12:51:50;29.43,point {  fill-color: #F05323; }
13 Aug 2022 12:41:43;32.45,point {  fill-color: #F05323; }
13 Aug 2022 12:31:36;27.83,point {  fill-color: #F05323; }
13 Aug 2022 12:21:28;28.67,point {  fill-color: #F05323; }
13 Aug 2022 12:11:21;32.81,point {  fill-color: #F05323; }
13 Aug 2022 12:01:14;33.86,point {  fill-color: #F05323; }
13 Aug 2022 11:51:07;26.63,point {  fill-color: #F05323; }
13 Aug 2022 11:41:00;28.72,point {  fill-color: #F05323; }
13 Aug 2022 11:30:52;31.81,point {  fill-color: #F05323; }
13 Aug 2022 11:20:45;33.82,point {  fill-color: #F05323; }
13 Aug 2022 11:10:38;29.28,point {  fill-color: #F05323; }
13 Aug 2022 11:00:31;32.07,point {  fill-color: #F05323; }
13 Aug 2022 10:50:23;26.25,point {  fill-color: #F05323; }
13 Aug 2022 10:40:16;26.94,point {  fill-color: #F05323; }
13 Aug 2022 10:30:09;31.85,point {  fill-color: #F05323; }
13 Aug 2022 10:20:02;32.67,point {  fill-color: #F05323; }
13 Aug 2022 10:09:55;31.50,point {  fill-color: #F05323; }
13 Aug 2022 09:59:48;28.74,point {  fill-color: #F05323; }
13 Aug 2022 09:49:40;30.22,point {  fill-color: #F05323; }
13 Aug 2022 09:39:33;33.65,point {  fill-color: #F05323; }
13 Aug 2022 09:29:26;27.63,point {  fill-color: #F05323; }
13 Aug 2022 09:19:19;31.31,point {  fill-color: #F05323; }
13 Aug 2022 09:09:12;29.28,point {  fill-color: #F05323; }
13 Aug 2022 08:59:05;26.81,point {  fill-color: #F05323; }
14 Aug 2022 13:42:26;25.77,point {  fill-color: #F05323; }
14 Aug 2022 13:52:33;30.45,point {  fill-color: #F05323; }
14 Aug 2022 13:32:18;31.35,point {  fill-color: #F05323; }
14 Aug 2022 13:22:11;33.13,point {  fill-color: #F05323; }
14 Aug 2022 13:12:04;30.65,point {  fill-color: #F05323; }
14 Aug 2022 13:01:57;28.98,point {  fill-color: #F05323; }
14 Aug 2022 12:51:50;31.55,point {  fill-color: #F05323; }
14 Aug 2022 12:41:43;25.57,point {  fill-color: #F05323; }
14 Aug 2022 12:31:36;28.67,point {  fill-color: #F05323; }
14 Aug 2022 12:21:28;27.73,point {  fill-color: #F05323; }
14 Aug 2022 12:11:21;29.81,point {  fill-color: #F05323; }
14 Aug 2022 12:01:14;28.85,point {  fill-color: #F05323; }
14 Aug 2022 11:51:07;27.70,point {  fill-color: #F05323; }
14 Aug 2022 11:41:00;32.30,point {  fill-color: #F05323; }
14 Aug 2022 11:30:52;26.79,point {  fill-color: #F05323; }
14 Aug 2022 11:20:45;27.18,point {  fill-color: #F05323; }
14 Aug 2022 11:10:38;34.09,point {  fill-color: #F05323; }
14 Aug 2022 11:00:31;25.89,point {  fill-color: #F05323; }
14 Aug 2022 10:50:23;29.63,point {  fill-color: #F05323; }
14 Aug 2022 10:40:16;30.87,point {  fill-color: #F05323; }
14 Aug 2022 10:30:09;28.07,point {  fill-color: #F05323; }
14 Aug 2022 10:20:02;34.24,point {  fill-color: #F05323; }
14 Aug 2022 10:09:55;25.50,point {  fill-color: #F05323; }
14 Aug 2022 09:59:48;33.93,point {  fill-color: #F05323; }
14 Aug 2022 09:49:40;26.50,point {  fill-color: #F05323; }
14 Aug 2022 09:39:33;28.74,point {  fill-color: #F05323; }
14 Aug 2022 09:29:26;32.96,point {  fill-color: #F05323; }
